Age,Birth Place,Birthday,College,Current Status,Experience (in seasons),Height (inches),Name,Position,Weight (lbs),Years Played
39,"Cincinnati , OH",10/27/1977,Purdue,Retired,3,76,"Nugent, David",,295,2000 - 2002
24,,12/29/1992,Clemson,Active,2,73,"Williams, DeShawn",DT,295,
76,"Bernardsville , NJ",6/29/1940,Maryland,Retired,1,73,"Kirchiro, Bill",,235,1962 - 1962
37,"Detroit , MI",5/23/1980,Minnesota,Retired,2,74,"Johnson, Ron",,225,2002 - 2003
24,,11/12/1992,Auburn,Active,1,78,"Young, Avery",OT,305,
32,"Bound Brooks , NJ",12/29/1984,Rutgers,Retired,3,74,"Renkart, Brandon",,245,2008 - 2010
,"Anaconda , MT",10/16/1916,Montana,Retired,2,72,"Lazetich, Bill",,195,1939 - 1942
26,"Pensacola , FL",7/10/1990,Alabama,Retired,4,69,"Richardson, Trent",,230,2012 - 2015
26,"Thibodaux , LA",12/30/1990,Auburn,Active,2,72,"Reed, Trovon",CB,191,
59,"Columbia , MS",1/7/1958,Mississippi State,Retired,1,70,"Johnson, Kenny",,176,1980 - 1989
,"Brooklyn , NY",4/29/1914,Springfield,Retired,1,74,"Hall, Harold",,210,1942 - 1942
46,"Sacramento , CA",4/15/1971,USC,Retired,1,74,"Sehorn, Jason",,213,1994 - 2003
35,"Gulfport , MS",1/11/1982,LSU,Retired,1,76,"Peterman, Stephen",,323,2004 - 2013
25,,6/29/1991,Maine,Retired,1,71,"James, Kendall",,180,2014 - 2015
24,"Del Rio , TX",5/22/1993,Colorado State,Active,2,73,"James, Cory",MLB,229,
36,"Cudahy , WI",9/9/1980,Michigan,Retired,3,78,"Navarre, John",,243,2004 - 2006
,North Battleford Canada,11/21/1917,Gonzaga,Retired,6,73,"Hare, Ray",,204,1940 - 1946
,,,Franklin & Marshall,Retired,1,72,"Jamieson, Rob",,195,1924 - 1924
31,,10/17/1985,Utah,Retired,1,75,"Godfrey, Bradon",,197,2009 - 2009
80,"Chicago , IL",7/23/1936,Purdue,Retired,2,75,"Sabal, Ron",,245,1960 - 1961
46,"Council Bluffs , IA",12/27/1970,Notre Dame,Retired,2,76,"Ratigan, Brian",,226,1993 - 1994
60,"La Grange , GA",4/17/1957,Tennessee-Chattanooga,Retired,6,72,"Cater, Greg",,191,1980 - 1987
25,"Baltimore , MD",2/16/1992,Virginia Tech,Active,4,71,"Fuller, Kyle",CB,190,
70,"Long Beach , CA",9/27/1946,San Diego State,Retired,1,75,"Edwards, Lloyd",,248,1969 - 1969
53,"Inverness , FL",7/3/1963,Florida,Retired,2,70,"Easmon, Ricky",,158,1985 - 1986
52,"Holyoke , MA",3/8/1965,Colgate,Retired,4,70,"Gamble, Kenny",,197,1988 - 1991
,,,Syracuse,Retired,1,67,"Sebo, Sam",,165,1930 - 1930
25,"Tacoma , WA",10/30/1991,Oregon State,Unsigned free agent,4,75,"Crichton, Scott",DE,273,
25,"Cincinnati , OH",6/19/1991,Michigan State,Active,1,74,"Rush, Marcus",LB,251,
,"Houston , TX",11/5/1977,Tulane,Retired,4,73,"Dawson, JaJuan",,197,2000 - 2003
34,"Santa Monica , CA",12/2/1982,UCLA,Retired,8,75,"Ware, Matt",,218,2004 - 2011
,,11/30/1945,South Carolina State,Retired,1,73,"Johnson, Jim",,195,1969 - 1969
,"Sykesville , PA",11/28/1920,Michigan,Retired,1,71,"Madar, Elmer",,185,1947 - 1947
31,"Los Angeles , CA",12/1/1985,Notre Dame,Retired,3,70,"Lambert, Terrail",,188,2009 - 2012
27,"Tacoma , WA",12/23/1989,Eastern Washington,Retired,1,75,"Edwards, Nicholas",,200,2013 - 2013
36,"Goshen , IN",2/3/1981,Indiana,Retired,9,76,"Dielman, Kris",,320,2003 - 2011
52,"New York , NY",3/19/1965,Penn State,Retired,2,75,"Alexander, Mike",,205,1989 - 1991
38,"Wichita , KS",4/26/1979,Kansas State,Retired,2,75,"Eby, Andy",,300,2002 - 2003
,"Winnsboro , LA",2/10/1924,Louisiana Tech,Retired,1,76,"Martin, Caleb",,245,1947 - 1947
61,"Houston , TX",8/12/1955,Arkansas,Retired,1,76,"Thielemann, R.C.",,255,1977 - 1988
39,"Sioux Falls , SD",10/6/1977,Baylor,Retired,0,74,"Watton, Chris",,290,2006 - 2006
28,"Miami , FL",7/10/1988,Central Michigan,Active,8,70,"Brown, Antonio",WR,181,
31,,10/26/1985,Nebraska,Retired,1,76,"Peterson, Todd",,215,2009 - 2009
34,"St. Petersburg , FL",10/25/1982,Penn State,Retired,3,72,"Phillips, Anwar",,187,2006 - 2008
32,"Paterson , NJ",3/11/1985,Miami (Fla.),Active,1,77,"Olsen, Greg",TE,255,
25,"Grand Blanc , MI",6/5/1992,Bowling Green State,Active,2,74,"Martin, Gabe",LB,236,
65,"East Wenatchee , WA",2/8/1952,Idaho,Retired,2,75,"Hall, Randy",,190,1974 - 1976
39,"Santa Clara , CA",6/17/1977,Arizona State,Retired,4,72,"Jackson, Lenzie",,191,1999 - 2002
68,"Waco , TX",10/15/1948,Abilene Christian,Retired,3,77,"Walton, Wayne",,255,1971 - 1974
43,"Alexander City , AL",1/11/1974,Alabama,Retired,2,70,"Ford, Brad",,170,1996 - 1997
,"Put in Bay , OH",7/29/1932,Bowling Green State,Retired,1,76,"Ladd, Jim",,205,1954 - 1954
28,"Burlington , IA",10/31/1988,Northwestern (Ia),Active,3,76,"Peters, Brian",LB,240,
42,"Anniston , AL",1/7/1975,North Carolina,Retired,2,75,"Mays, Kivuusama",,248,1998 - 1999
32,"Cameron , TX",9/19/1984,Texas,Retired,1,72,"Pittman, Billy",,195,2008 - 2008
36,"Beaufort , SC",2/6/1981,Clemson,Retired,2,78,"Washington, Donnell",,330,2004 - 2006
30,,5/1/1987,Texas Christian,Retired,2,80,"Richmond, Nic",,309,2010 - 2011
33,"Bellevue , WA",9/8/1983,Whitworth,Retired,2,78,"Allan, Michael",,254,2007 - 2008
45,"Denver , CO",8/31/1971,Arkansas,Retired,2,72,"Dickerson, Ron",,211,1993 - 1994
24,"West Burlington , IA",6/12/1992,Iowa,Active,1,75,"Krieger-Coble, Henry",TE,248,
27,"Philadelphia , PA",2/25/1990,Temple,Retired,2,76,"Youboty, John",,258,2013 - 2014
,"Detroit , MI",7/2/1918,Michigan State,Retired,1,72,"Arena, Tony",,200,1942 - 1942
53,"Portsmouth , VA",11/18/1963,Texas A&M - Kingsville,Retired,5,73,"Jefferson, James",,195,1989 - 1993
70,"San Francisco , CA",8/5/1946,UCLA,Retired,2,73,"Beban, Gary",,195,1968 - 1969
34,"Cincinnati , OH",6/29/1982,Cincinnati,Retired,6,77,"Frazier, Andre",,245,2005 - 2010
30,"Long Beach , CA",12/1/1986,California,Active,1,70,"Jackson, DeSean",WR,175,
57,"Los Angeles , CA",1/4/1960,Hawaii,Retired,1,74,"Quarles, Bernard",,215,1987 - 1987
80,"Spring Hope , NC",7/11/1936,Wofford,Retired,2,75,"Richardson, Jerry",,185,1959 - 1960
,"Pittsburgh , PA",11/12/1924,Pittsburgh,Retired,1,72,"Itzel, Jack",,190,1945 - 1945
25,"Overland Park , KS",5/13/1992,Kansas,Active,3,72,"Heeney, Ben",MLB,230,
,"Clifton Heights , PA",4/28/1918,No College,Retired,1,72,"Fagioli, Carl",,200,1944 - 1944
34,,1/28/1983,Pennsylvania,Retired,0,69,"Thompson, Duvol",,183,2006 - 2006
30,"Toronto , Ontario",4/12/1987,Bishop's University,Retired,1,72,"Gore, Shawn",,200,2010 - 2010
56,"Griffin , GA",9/5/1960,Tennessee,Retired,1,72,"Gault, Willie",,178,1983 - 1993
,"Tarentum , PA",3/12/1914,Pittsburgh,Retired,2,71,"Weisenbaugh, Heinie",,190,1935 - 1936
31,"Fort Lauderdale , FL",3/18/1986,Connecticut,Active,9,70,"Butler, Darius",FS,188,
42,"Atlanta , GA",9/30/1974,Mississippi State,Retired,8,73,"Favors, Greg",,244,1998 - 2005
37,"Merrillville , IN",12/4/1979,Indiana,Retired,3,75,"Osika, Craig",,318,2002 - 2004
30,"Iowa City , IA",1/28/1987,Purdue,Retired,4,70,"King, Brandon",,185,2010 - 2013
84,"Chicago , IL",9/28/1932,Wisconsin,Retired,1,71,"Amundsen, Norm",,245,1957 - 1957
,"Joliet , IL",9/18/1910,Northwestern,Retired,4,73,"Rentner, Pug",,187,1934 - 1937
,"Long Branch , NJ",7/19/1902,Georgetown,Retired,3,72,"Tomaini, Johnny",,192,1929 - 1931
59,"Birmingham , AL",12/15/1957,California,Retired,2,71,"Eddings, Floyd",,177,1982 - 1983
26,"Pensacola , FL",11/23/1990,Connecticut,Active,3,70,"Williams, Nick",WR,184,
,"Milwaukee , WI",7/2/1925,Wisconsin,Retired,9,73,"Kindt, Don",,207,1947 - 1955
45,"Morgan City , LA",3/27/1972,Syracuse,Retired,4,69,"Dar Dar, Kirby",,192,1995 - 1998
46,"Atlanta , GA",11/1/1970,Auburn,Retired,3,69,"Barlow, Corey",,182,1992 - 1994
23,"Philadelphia , PA",4/16/1994,Notre Dame,Active,2,72,"Fuller, Will",WR,180,
36,"Northfield , MN",6/13/1980,Northern Iowa,Retired,4,75,"Setterstrom, Chad",,310,2003 - 2006
,"Penfield , IL",9/11/1900,No College,Retired,4,67,"Whalen, Bill",,165,1920 - 1924
34,"Fort Polk , LA",12/28/1982,William & Mary,Retired,4,71,"Thompson, Dominique",,205,2005 - 2008
,"Grass Valley , CA",5/21/1921,Nevada,Retired,1,74,"Talcott, Don",,235,1947 - 1947
69,"Southbridge , MA",4/16/1948,Boston College,Retired,1,77,"Fitzgerald, John",,255,1971 - 1980
46,Nu'uli American Samoa,11/6/1970,Hawaii,Retired,8,74,"Tanuvasa, Maa",,270,1993 - 2001
64,Dublin Ireland,1/18/1953,Auburn,Retired,9,78,"O'Donoghue, Neil",,208,1977 - 1985
32,"Fort Worth , TX",9/22/1984,Rice,Retired,7,75,"Casey, James",,240,2009 - 2015
41,"Clifton , TX",4/13/1976,Texas A&M,Retired,1,77,"Campbell, Dan",,265,1999 - 2009
29,"Drummond , MT",10/22/1987,Montana,Unsigned free agent,5,72,"Reynolds, Chase",RB,205,
24,"Clarksville , MD",8/5/1992,Wake Forest,Active,3,72,"Johnson, Kevin",CB,185,
62,"Normandy , TN",5/7/1955,Tennessee State,Retired,1,73,"Johnson, Danny",,215,1978 - 1978
24,"Kearney , NE",7/11/1992,Kansas State,Active,2,76,"Whitehair, Cody",C,310,
74,"Louisville , KY",6/29/1942,Michigan State,Retired,2,69,"Lewis, Sherman",,158,1966 - 1967
34,"Minneapolis , MN",7/29/1982,Notre Dame,Retired,6,79,"LeVoir, Mark",,310,2006 - 2011
37,,8/29/1979,Montana State,Retired,1,75,"Taylor, John",,260,2002 - 2002
42,Frankfurt Germany,10/9/1974,McNeese State,Retired,9,78,"Pittman, Kavika",,273,1996 - 2004
62,"Tallahassee , FL",4/6/1955,Pittsburgh,Retired,5,75,"Parrish, Don",,255,1978 - 1982
33,"Palmdale , CA",10/25/1983,San Diego State,Retired,0,73,"Martin, Joe",,229,2007 - 2007
27,"Shelby Twp., Macomb Co. , MI",7/21/1989,Grand Valley State,Active,5,76,"Lelito, Tim",G,315,
63,"New Orleans , LA",1/20/1954,San Diego State,Retired,3,74,"Lewis, Reggie",,252,1982 - 1984
49,,6/5/1968,Iowa,Retired,1,73,"Quast, Brad",,245,1992 - 1992
,"Ladysmith , WI",4/8/1923,Wisconsin,Retired,1,69,"Maves, Earl",,180,1948 - 1948
52,"Baton Rouge , LA",6/11/1964,Grambling State,Retired,1,76,"Nicholas, Calvin",,208,1988 - 1988
30,,12/22/1986,Clemson,Retired,1,69,"Chancellor, Chris",,180,2010 - 2010
37,"Gainesville , FL",7/1/1979,Georgia Southern,Retired,9,70,"Peterson, Adrian",,212,2002 - 2010
29,"Beaverton , OR",12/17/1987,Kansas State,Retired,5,78,"Mastrud, Jeron",,255,2010 - 2014
31,"Omaha , NE",11/25/1985,Montana,Unsigned free agent,1,74,"Carpenter, Dan",K,228,
,,,California,Retired,1,,"McCarthy, Jack",,186,1927 - 1927
42,"Detroit , MI",6/7/1975,Purdue,Retired,2,73,"Alford, Brian",,190,1998 - 1999
71,"Baltimore , MD",3/4/1946,Morgan State,Retired,4,71,"Nock, George",,200,1969 - 1972
29,"Alexandria , VA",3/7/1988,Nebraska,Retired,6,72,"Asante, Larry",,210,2010 - 2015
57,"Pahokee , FL",11/15/1959,Florida,Retired,4,73,"Golden, Tim",,220,1982 - 1985
77,"Manhattan , KS",2/4/1940,Oregon,Retired,7,74,"Inman, Jerry",,256,1966 - 1973
34,"Towanda , PA",1/31/1983,Penn State,Retired,4,72,"Kilmer, Ethan",,205,2006 - 2009
61,"Coffeyville , KS",9/19/1955,Kansas,Retired,6,75,"Beeson, Terry",,240,1977 - 1982
73,"Crockett , TX",10/20/1943,Texas,Retired,7,75,"Lammons, Pete",,230,1966 - 1972
64,"Wheeling , WV",4/6/1953,Cincinnati,Retired,1,75,"West, Jeff",,212,1975 - 1985
,"Pittsburgh , PA",5/7/1933,Louisville,Retired,1,73,"Unitas, Johnny",,194,1956 - 1973
40,"Gainesville , GA",8/10/1976,Oregon,Retired,8,70,"Johnson, Pat",,196,1998 - 2005
,"Des Moines , IA",11/12/1907,Drake,Retired,5,72,"Nesbitt, Dick",,204,1930 - 1934
32,"Canadian , TX",11/2/1984,Arkansas,Unsigned free agent,1,73,"Goode, Brett",LS,255,
,,7/29/1923,Missouri,Retired,3,72,"Carpenter, Jack",,240,1947 - 1949
33,"Newport News , VA",3/20/1984,Virginia Tech,Retired,1,72,"Vick, Marcus",,216,2006 - 2006
28,"Sweetwater , TX",11/12/1988,Texas-El Paso,Active,4,70,"Banyard, Joe",RB,223,
,"San Diego , CA",10/8/1974,Colorado,Retired,4,73,"Salaam, Rashaan",,225,1995 - 1999
33,"Lancaster , CA",11/16/1983,Cal Poly-S.L.O.,Retired,7,74,"Gocong, Chris",,263,2006 - 2012
26,,1/18/1991,Cornell,Retired,1,71,"Tasker, Luke",,191,2013 - 2013
32,,3/13/1985,Penn State,Retired,1,71,"Scott, Austin",,225,2008 - 2008
61,"Murray , UT",6/1/1956,Arizona State,Retired,1,77,"Hardy, Bruce",,235,1978 - 1989
27,"Albuquerque , NM",8/21/1989,Nebraska,Active,6,76,"Crick, Jared",DE,285,
27,"Seattle , WA",5/10/1990,Washington,Active,5,75,"Kelemete, Senio",G,300,
24,"Johns Creek , GA",7/10/1992,Georgia,Active,3,75,"Andrews, David",C,295,
31,"Dublin , GA",8/21/1985,Middle Tennessee State,Unsigned free agent,1,74,"Walden, Erik",OLB,250,
52,"New York , NY",9/24/1964,Clemson,Retired,5,72,"Flagler, Terrence",,200,1987 - 1991
54,"Tulsa , OK",5/14/1963,Tulsa,Retired,2,76,"Lilly, Kevin",,265,1988 - 1989
,"Rock Island , IL",2/6/1902,Illinois,Retired,1,72,"Anderson, Paul",,200,1925 - 1925
25,St. Croix U.S. Virgin Islands,5/13/1992,Duke,Active,4,71,"Thompson, Juwan",RB,225,
,"Nekoosa , WI",7/4/1912,Northwestern,Retired,6,72,"Manske, Eggs",,185,1935 - 1940
,"Stephens , AR",1/22/1927,Compton CC CA,Retired,1,72,"Perry, Joe",,200,1948 - 1963
,"Fairmont , WV",5/15/1924,Ohio State,Retired,6,72,"Adamle, Tony",,215,1947 - 1954
40,"Beaumont , TX",4/22/1977,North Texas,Retired,2,75,"Baker, John",,223,2000 - 2001
29,"Cliffside Park , NJ",12/1/1987,West Virginia,Retired,5,74,"Neild, Chris",,328,2011 - 2015
,"Overland , MO",9/22/1927,Missouri,Retired,5,74,"Pepper, Gene",,239,1950 - 1954
,"Hammond , IN",9/26/1927,Wisconsin,Retired,1,74,"Faverty, Hal",,220,1952 - 1952
,"Burbank , CA",12/26/1924,Army,Retired,2,69,"Davis, Glenn",,172,1950 - 1951
35,"Redwood City , CA",4/18/1982,Stanford,Retired,7,74,"Camarillo, Greg",,200,2006 - 2012
,"Washington , DC",3/31/1946,Northern Virginia CC,Retired,8,74,"Leypoldt, John",,229,1971 - 1978
27,"Mobile , AL",10/27/1989,Alabama,Active,6,74,"Barron, Mark",OLB,213,
,"Fort Worth , TX",1/24/1905,Geneva,Retired,2,73,"Flenniken, Mack",,200,1930 - 1931
43,"Stroud , OK",2/11/1974,Tulsa,Retired,1,75,"Newnam, Brian",,291,1997 - 1997
25,"Woodstock , IL",1/15/1992,Illinois State,Active,1,75,"Liedtke, Michael",OG,310,
,"Gonzales , TX",6/8/1933,Texas,Retired,2,74,"Kelley, Ed",,195,1961 - 1962
29,"Orange , CA",2/4/1988,Fresno State,Retired,6,74,"Malone, Robert",,215,2010 - 2015
23,,7/8/1993,Minnesota,Retired,1,72,"Wells, Derrick",,201,2015 - 2015
27,"Gretna , LA",4/29/1990,LSU,Active,5,76,"Edwards, Lavar",DE,275,
28,Monterrey Mexico,9/4/1988,Harding,Retired,2,70,"Carmona, Eddy",,203,2012 - 2013
61,"Rochester , PA",4/26/1956,Cincinnati,Retired,4,73,"Rains, Dan",,224,1982 - 1986
,"Milwaukee , WI",8/14/1898,No College,Retired,1,73,"Kliebhan, Adolph",,200,1921 - 1921
,"Alexandria , MN",11/29/1904,North Dakota,Retired,2,73,"Kahl, Cy",,195,1930 - 1931
55,"East St. Louis , IL",12/14/1961,Kansas,Retired,3,71,"Johnson, Bobby",,170,1984 - 1986
,"Seattle , WA",2/22/1917,Gonzaga,Retired,1,68,"Karamatic, George",,187,1938 - 1938
51,"Carmichael , CA",7/23/1965,San Diego State,Retired,7,75,"Faryniarz, Brett",,230,1988 - 1995
30,"College Park , GA",5/1/1987,South Carolina,Retired,1,71,"Thomas, Carlos",,197,2009 - 2009
29,"Oak Park , IL",5/22/1988,Notre Dame,Unsigned free agent,8,74,"Brown, Sergio",DB,207,
54,"Miami , FL",5/16/1963,Hampton,Retired,1,72,"Readon, Ike",,273,1987 - 1987
51,"Houston , TX",3/10/1966,Texas Christian,Retired,2,74,"Davis, Darrell",,258,1990 - 1991
49,,3/23/1968,Howard,Retired,1,76,"Westbrooks, David",,252,1990 - 1990
29,"Madison , MS",7/16/1987,Central Arkansas,Retired,2,72,"Hart, Larry",,248,2010 - 2011
28,"Richmond , VA",6/19/1988,Miami (Fla.),Retired,3,75,"Epps, Dedrick",,250,2010 - 2012
32,"Los Angeles , CA",7/18/1984,Kansas,Retired,3,71,"Gordon, Charles",,180,2006 - 2008
49,"Cleveland , OH",9/6/1967,Miami (Fla.),Retired,3,72,"Carroll, Wesley",,183,1991 - 1993
,"Columbus , OH",8/29/1939,Ohio State,Retired,2,71,"Ferguson, Bob",,220,1962 - 1963
24,"Wexford , PA",7/25/1992,Rutgers,Active,1,74,"Snyder, Kevin",LB,245,
,"Mount Clemens , MI",9/3/1945,Michigan State,Retired,1,74,"Lee, Dwight",,190,1968 - 1968
42,"Corvallis , OR",1/11/1975,Stanford,Retired,1,76,"Badger, Brad",,320,1997 - 2007
,"Chester , PA",8/15/1933,Fordham,Retired,1,73,"Nacrelli, Andy",,190,1958 - 1958
31,"San Mateo , CA",4/9/1986,Arizona State,Retired,7,77,"Fanaika, Paul",,327,2009 - 2015
37,"Boynton Beach , FL",3/24/1980,Massachusetts,Retired,1,73,"Cain, Jeremy",,245,2004 - 2014
32,"Houston , TX",9/22/1984,Texas Christian,Retired,6,76,"Taylor, Herb",,305,2007 - 2012
32,"Laurel , MS",1/18/1985,Mississippi College,Retired,3,76,"Allen, Jake",,196,2008 - 2010
26,"Fresno , CA",3/28/1991,Fresno State,Active,4,75,"Carr, Derek",QB,215,
,"South Bend , IN",12/10/1922,Notre Dame,Retired,3,70,"Nemeth, Steve",,174,1945 - 1947
47,"Greenville , SC",2/21/1970,Sacramento State,Retired,2,75,"Kirksey, Jon",,350,1995 - 1996
29,,4/23/1988,Utah,Retired,2,74,"Taylor, Zane",,309,2011 - 2012
66,"Chicago , IL",3/26/1951,Purdue,Retired,7,79,"Baumgartner, Steve",,256,1973 - 1979
25,"San Diego , CA",1/8/1992,Stanford,Retired,1,69,"Seale, Ricky",,203,2015 - 2015
74,"Bryn Mawr , PA",6/6/1943,Oregon State,Retired,1,71,"Scott, Lew",,170,1966 - 1966
,"Vandergrift , PA",3/10/1926,Notre Dame,Retired,4,73,"Mastrangelo, John",,228,1947 - 1950
57,"Minneapolis , MN",7/31/1959,Nebraska,Retired,7,71,"Gary, Russell",,195,1981 - 1987
,"Chicago , IL",8/10/1895,Chicago,Retired,6,70,"Annan, Dunc",,178,1920 - 1926
66,"Camden , NJ",9/16/1950,Virginia State,Retired,1,74,"Davis, Ron",,235,1973 - 1973
25,"Belmar , NJ",1/14/1992,Monmouth (N.J.),Active,3,76,"Sterling, Neal",TE,254,
53,"San Fernando , CA",12/20/1963,Northern Arizona,Retired,3,79,"Gibson, Tom",,250,1989 - 1991
,"Philadelphia , PA",9/25/1942,Memphis,Retired,1,75,"Schuh, Harry",,260,1965 - 1974
52,"New Orleans , LA",8/5/1964,Southern University,Retired,6,72,"Ball, Michael",,211,1988 - 1993
56,"Waco , TX",11/1/1960,Tulsa,Retired,3,72,"Lacy, Ken",,222,1984 - 1987
53,"Calhoun City , MS",7/7/1963,Richmond,Retired,1,69,"Armstrong, John",,190,1987 - 1987
,"Beaver Falls , PA",10/7/1895,Akron,Retired,3,70,"Haley, Art",,175,1920 - 1923
73,"Norristown , PA",5/5/1944,Morgan State,Retired,4,73,"Scott, Clarence",,186,1969 - 1972
,"Johnstown , PA",1/27/1922,Case Western Reserve,Retired,7,73,"Badaczewski, John",,239,1946 - 1953
66,,7/3/1950,Tampa,Retired,1,76,"Wakefield, Mark",,195,1974 - 1974
53,"Biddleford , ME",9/18/1963,Boston U.,Retired,2,73,"Gadbois, Dennis",,183,1987 - 1988
26,"Petersburg , VA",2/12/1991,Richmond,Active,4,77,"Wynn, Kerry",DE,264,
25,"Fairview , OH",2/27/1992,Michigan,Active,3,74,"Ryan, Jake",ILB,240,
24,"Huntsville , AL",7/16/1992,Vanderbilt,Active,4,75,"Matthews, Jordan",WR,212,
38,"Anniston , AL",8/22/1978,Arkansas,Retired,5,76,"Caver, Quinton",,241,2001 - 2005
25,"Sykesville , MD",7/2/1991,Pennsylvania,Active,3,75,"Copeland, Brandon",OLB,263,
53,"Chicago , IL",9/22/1963,Idaho,Retired,2,68,"Yarber, Eric",,156,1986 - 1987
74,"Memphis , TN",7/27/1942,Georgia Tech,Retired,7,73,"Davis, Ted",,232,1964 - 1970
63,"Mesa , AZ",9/30/1953,Brigham Young,Retired,6,78,"Oates, Brad",,274,1976 - 1981
,"St. Cloud , MN",4/9/1906,Davis & Elkins,Retired,1,69,"Rengel, Neil",,205,1930 - 1930
55,"Los Angeles , CA",4/2/1962,USC,Retired,3,70,"Ware, Timmie",,171,1986 - 1989
76,"Houston , TX",8/3/1940,Arkansas,Retired,1,72,"Alworth, Lance",,184,1962 - 1972
55,"Marrero , LA",10/20/1961,Mississippi,Retired,1,71,"Fourcade, Keith",,225,1987 - 1987
58,"Chicago , IL",2/3/1959,DePauw,Retired,2,73,"Finzer, Dave",,195,1984 - 1985
35,"Lawton , OK",1/9/1982,Oklahoma,Retired,2,71,"Perkins, Antonio",,194,2005 - 2007
30,"Fairfax , VA",3/12/1987,Virginia Tech,Retired,4,77,"Wang, Ed",,315,2010 - 2013
46,,2/6/1971,Florida State,Retired,1,73,"Jackson, Sean",,222,1994 - 1994
57,"San Diego , CA",3/26/1960,USC,Retired,1,74,"Allen, Marcus",,210,1982 - 1997
26,"Chicago , IL",2/22/1991,Ohio State,Active,2,80,"Fragel, Reid",OT,308,
27,,6/13/1989,Temple,Retired,1,75,"Madison, Colin",,325,2011 - 2011
29,"Detroit , MI",4/3/1988,Michigan,Active,8,74,"Graham, Brandon",DE,265,
31,"Indianapolis , IN",7/4/1985,Purdue,Retired,5,74,"Keglar, Stanford",,250,2008 - 2013
32,"Lauderhill , FL",2/16/1985,Clark Atlanta,Retired,4,75,"Johnson, Curtis",,254,2008 - 2011
,"Kansas City , KS",9/22/1922,Kansas,Retired,1,73,"Evans, Ray",,195,1948 - 1948
30,,5/22/1987,Brown,Retired,2,72,"Farnham, Buddy",,185,2010 - 2011
,"Glendale , CA",10/20/1938,Idaho,Retired,9,75,"Norton, Jim",,190,1960 - 1968
49,,9/20/1967,Texas,Retired,1,81,"Hackemack, Ken",,309,1991 - 1991
24,"Brent , AL",4/24/1993,Alabama-Birmingham,Retired,1,76,"Watkins, Diaheem",,258,2015 - 2015
43,"Honolulu , HI",7/10/1973,Stephen F. Austin St.,Retired,2,74,"Ritchey, James",,220,1996 - 1997
35,"Plant City , FL",5/5/1982,Rutgers,Retired,8,75,"Gibson, Gary",,312,2005 - 2013
,"Bridgeport , CT",11/9/1961,Wisconsin,Retired,2,77,"Belcher, Kevin",,280,1985 - 1987
25,"Royal Oak , MI",6/10/1991,Michigan State,Active,3,73,"Fowler, Bennie",WR,212,
55,"Redwood Falls , MN",9/15/1961,Minnesota,Retired,3,73,"Gallery, Jim",,190,1987 - 1990
49,"Syracuse , NY",8/9/1967,USC,Retired,4,69,"Wellman, Gary",,173,1991 - 1994
,"Washington , DC",2/18/1926,Michigan,Retired,1,76,"Ford, Len",,245,1948 - 1958
31,,1/8/1986,Cincinnati,Retired,0,73,"Young, Curtis",,269,2010 - 2010
25,Croydon England,10/6/1991,No College,Active,2,78,"Okoye, Lawrence",OT,304,
47,"Youngstown , OH",1/6/1970,Penn State,Retired,5,75,"Gerak, John",,300,1993 - 1997
33,"Chicago , IL",11/7/1983,Ashland,Retired,4,74,"Pendleton, Jeris",,323,2012 - 2015
,"Cleveland , OH",10/12/1907,Ashland,Retired,3,70,"Novotny, Ray",,165,1930 - 1932
73,"Washington , PA",5/27/1944,Nebraska,Retired,6,72,"Vactor, Ted",,185,1969 - 1975
24,"Anderson , IN",5/10/1993,Southern Utah,Active,2,74,"Killebrew, Miles",SS,222,
29,"Libertyville , IL",7/2/1987,Missouri State,Active,8,75,"Harbor, Clay",TE,240,
37,,9/12/1979,North Dakota State,Retired,1,78,"Klabo, Chuck",,310,2003 - 2003
41,"Wilkes Barre , PA",9/23/1975,Penn State,Retired,3,76,"Ostrowski, Phil",,291,1998 - 2000
63,"Los Angeles , CA",5/5/1954,USC,Retired,5,73,"Jackson, Melvin",,267,1976 - 1980
65,"San Diego , CA",7/7/1951,San Diego State,Retired,2,75,"Ferguson, Bill",,225,1973 - 1974
34,,6/15/1982,Northwestern State-Louisiana,Retired,1,75,"King, Michael",,298,2006 - 2006
,,,,Retired,,,"Gates, null",,,1920 - 1920
25,"North , SC",9/7/1991,North Greenville,Active,2,72,"Martino, Freddie",WR,195,
26,,12/12/1990,Murray State,Retired,1,77,"Tomlin, Roderick",,312,2013 - 2013
46,"Tulsa , OK",1/15/1971,Northern Illinois,Retired,6,72,"Johnson, LeShon",,215,1994 - 1999
54,"Miami , FL",2/5/1963,Mount Senario,Retired,1,76,"Jay, Craig",,257,1987 - 1987
46,"Boynton Beach , FL",11/5/1970,Mississippi,Retired,2,74,"Owens, Darrick",,216,1992 - 1994
64,"Chula Vista , CA",11/23/1952,USC,Retired,1,77,"Riley, Steve",,258,1974 - 1984
40,"Clay Center , KS",3/28/1977,Pittsburg State,Retired,1,75,"Peterson, Ben",,250,1999 - 1999
32,"Houston , TX",1/22/1985,Georgia Tech,Retired,1,72,"Hall, KaMichael",,228,2007 - 2007
52,"Marrero , LA",8/7/1964,LSU,Retired,2,70,"Jefferson, Norman",,183,1987 - 1988
,,,Mississippi State,Retired,1,76,"Chealander, Hal",,218,1974 - 1974
45,"Malvern , AR",4/8/1972,Arkansas,Retired,5,75,"Davis, Isaac",,320,1994 - 1998
