age,birth_date,college,retirement_status,years_played,height,player_name,position,weight_lbs,year_start,year_end
58,1/2/1959,Stanford,Retired,1,69,"Nelson, Darrin",,180,1982,1992
36,9/1/1980,Bowling Green State,Retired,0,70,"Redd, Robert",,200,2006,2006
57,11/9/1959,Southern Mississippi,Retired,4,73,"Lewis, Cliff",,226,1981,1984
56,11/24/1960,Penn State,Retired,7,70,"Garrity, Gregg",,171,1983,1989
,2/7/1922,No College,Retired,4,75,"Weiss, John",,198,1944,1947
34,10/27/1982,Georgia,Retired,0,76,"Tanner, Russ",,300,2006,2006
60,6/23/1956,Colorado,Retired,8,73,"Cabral, Brian",,233,1979,1986
46,2/13/1971,Penn State,Retired,1,70,"Hammonds, Shelly",,182,1995,1995
,3/22/1907,Georgetown,Retired,1,67,"Scalzi, Johnny",,168,1931,1931
39,6/2/1978,Michigan State,Retired,2,72,"Scott, Gari",,191,2000,2001
54,12/12/1962,Notre Dame,Retired,8,77,"Golic, Mike",,265,1986,1993
28,3/4/1989,Utah,Active,6,74,"Shelby, Derrick",DE,280,,
35,6/21/1981,Purdue,Retired,6,73,"Schweigert, Stuart",,210,2004,2009
,2/15/1901,Northwestern,Retired,2,70,"Palmer, Chuck",,185,1924,1926
53,12/23/1963,Alcorn State,Retired,1,69,"Barney, Milton",,156,1987,1987
55,6/5/1962,Northern Illinois,Retired,1,73,"Aikens, Carl",,185,1987,1987
64,11/1/1952,Nebraska,Retired,5,70,"Westbrook, Donald",,185,1977,1981
29,2/7/1988,Georgia,Active,9,75,"Stafford, Matthew",QB,226,,
29,2/9/1988,Temple,Active,6,74,"Streater, Rod",WR,195,,
,12/19/1926,Texas,Retired,1,73,"Layne, Bobby",,201,1948,1962
,4/21/1901,Penn State,Retired,4,71,"Wentz, Barney",,204,1925,1928
28,2/22/1989,Oregon,Retired,4,76,"Paulson, David",,246,2012,2015
35,11/6/1981,East Carolina,Retired,1,72,"Leach, Vonta",,260,2004,2013
77,9/28/1939,San Jose State,Retired,1,69,"Gallegos, Chon",,175,1962,1962
75,11/9/1941,Richmond,Retired,1,73,"Gossett, Bruce",,204,1964,1974
55,5/5/1962,Stephen F. Austin St.,Retired,1,71,"LeBlanc, Michael",,199,1987,1987
,3/17/1929,USC,Retired,7,73,"Jessup, Bill",,195,1951,1960
61,5/7/1956,Mississippi State,Retired,1,72,"Threadgill, Bruce",,190,1978,1978
,4/10/1916,Washington,Retired,2,73,"Erickson, Bud",,198,1938,1939
57,12/18/1959,Texas A&M,Retired,6,69,"Jackson, Earnest",,213,1983,1988
39,9/1/1977,Western Carolina,Retired,1,74,"Rivers, David",,221,2004,2004
,11/11/1910,Brown,Retired,1,70,"Schein, Joe",,212,1931,1931
,6/1/1933,Wisconsin,Retired,6,72,"Ameche, Alan",,218,1955,1960
35,7/11/1981,Tennessee,Retired,3,74,"Battle, Julian",,205,2003,2006
29,9/21/1987,Lindenwood,Retired,1,70,"Thomas, Roren",,172,2010,2010
49,7/7/1967,Washington State,Retired,3,75,"Savage, Tony",,300,1990,1992
31,11/13/1985,Texas A&M,Active,9,76,"Bennett, Michael",DE,274,,
41,1/5/1976,Vanderbilt,Retired,1,73,"Chavous, Corey",,208,1998,2008
53,2/12/1964,San Diego State,Retired,1,74,"Santos, Todd",,207,1988,1988
,3/14/1915,Iowa,Retired,1,72,"Olson, Glenn",,195,1940,1940
,1/21/1904,Western Michigan,Retired,1,70,"Carr, Charley",,175,1926,1926
37,10/12/1979,Kansas State,Retired,3,78,"Martin, Matt",,300,2002,2004
,4/14/1894,Indiana,Retired,2,,"Goldsmith, Earl",,182,1921,1922
,5/20/1920,Brigham Young,Retired,1,72,"Chamberlain, Garth",,215,1945,1945
,12/3/1912,George Washington,Retired,2,71,"Hanken, Ray",,190,1937,1938
28,11/25/1988,Baylor,Retired,1,72,"Francis, Chris",,235,2011,2011
75,12/27/1941,Miami (Ohio),Retired,6,75,"Nomina, Tom",,260,1963,1968
24,1/15/1993,USC,Retired,1,78,"Walker, Aundrey",,305,2015,2015
34,5/9/1983,Utah,Retired,4,77,"Madsen, John",,240,2006,2009
24,2/10/1993,Tennessee,Active,2,76,"Ellis, Alex",TE,240,,
39,10/19/1977,Southern Mississippi,Retired,2,77,"Scott, Cedric",,290,2001,2002
33,2/1/1984,Delaware State,Retired,0,72,"Kern, Kenny",,235,2006,2006
,,Chicago,Retired,1,,"Davis, null",,185,1920,1920
71,10/22/1945,Jackson State,Retired,2,74,"Harvey, Richard",,190,1970,1971
31,1/18/1986,Louisville,Retired,2,78,"Urrutia, Mario",,232,2008,2009
,10/19/1918,Marquette,Retired,8,71,"Apolskis, Ray",,206,1941,1950
,12/26/1921,U. of Pacific,Retired,1,71,"McCaffray, Art",,190,1946,1946
25,2/28/1992,Arizona State,Active,2,76,"Douglas, Jamil",OG,308,,
28,3/22/1989,Georgia Tech,Retired,1,74,"Jefferson, Brad",,250,2011,2011
41,11/30/1975,Arizona State,Retired,3,77,"Cercone, Matt",,252,2000,2002
35,1/22/1982,Arkansas,Active,1,76,"Peters, Jason",T,328,,
52,11/17/1964,William & Mary,Retired,1,78,"Harris, Archie",,270,1987,1987
,3/11/1929,Kentucky,Retired,3,75,"King, Don",,260,1954,1960
,2/13/1942,Nebraska,Retired,9,76,"Voss, Lloyd",,256,1964,1972
51,4/11/1966,UCLA,Retired,9,77,"Richards, David",,315,1988,1996
,1/18/1902,Carson-Newman,Retired,2,72,"Ziff, Dave",,195,1925,1926
,6/13/1895,Grove City,Retired,2,75,"Batchelor, Don",,225,1922,1923
26,7/25/1990,Beloit,Active,5,76,"Carrier, Derek",TE,248,,
69,8/1/1947,Florida,Retired,1,73,"Rentz, Larry",,170,1969,1969
50,5/3/1967,Georgia Tech,Retired,1,76,"Jenkins, Darryl",,290,1991,1991
58,6/12/1958,Pennsylvania,Retired,1,75,"Repko, Jay",,240,1987,1987
51,2/25/1966,Michigan State,Retired,3,76,"Larson, Kurt",,236,1989,1991
,4/12/1969,Southern Mississippi,Retired,8,76,"Jackson, Michael",,195,1991,1998
24,7/18/1992,Fresno State,Active,3,72,"Riley, Curtis",CB,190,,
25,8/31/1991,Iowa State,Retired,1,75,"Farniok, Tom",,301,2015,2015
23,11/4/1993,Stanford,Active,3,79,"Peat, Andrus",OG,316,,
33,12/12/1983,Auburn,Retired,2,72,"Jackson, T.J.",,304,2006,2008
37,3/23/1980,Texas Christian,Retired,2,71,"Madise, Adrian",,215,2003,2004
33,11/22/1983,Tennessee,Retired,3,75,"Young, Eric",,304,2008,2011
93,5/24/1924,Boston College,Retired,1,70,"Cannava, Al",,180,1950,1950
28,2/20/1989,Middle Tennessee State,Retired,2,70,"Issac, Rod",,202,2011,2012
81,10/4/1935,Georgia,Retired,1,71,"Orr, Jimmy",,185,1958,1970
35,4/22/1982,Texas A&M,Retired,9,77,"Hangartner, Geoff",,305,2005,2013
83,5/13/1934,Texas Tech,Retired,9,75,"Kilcullen, Bob",,245,1957,1966
62,8/11/1954,Virginia Tech,Retired,9,77,"Beasley, Tom",,253,1978,1986
44,1/25/1973,Rutgers,Retired,8,75,"Battaglia, Marco",,249,1996,2003
,8/24/1915,Texas,Retired,2,75,"Keeling, Ray",,259,1938,1939
62,10/29/1954,Clemson,Retired,1,72,"Walters, Joey",,175,1987,1987
39,3/9/1978,Texas Christian,Retired,3,76,"Keathley, Michael",,296,2001,2003
34,11/13/1982,Liberty,Retired,6,70,"Gado, Samkon",,227,2005,2010
,4/2/1899,Xavier (Ohio),Retired,2,71,"Davis, Herb",,173,1925,1926
85,8/21/1931,South Dakota State,Retired,1,73,"Retzlaff, Pete",,211,1956,1966
24,10/15/1992,Rutgers,Active,3,78,"Kroft, Tyler",TE,250,,
,5/3/1927,Georgia Tech,Retired,1,76,"Davis, Bob",,235,1948,1948
57,11/19/1959,Washington,Retired,1,75,"Perriman, Dean",,260,1987,1987
26,2/14/1991,Georgia Southern,Active,5,72,"Wilcox, J.J.",DB,212,,
,2/19/1921,Minnesota,Retired,4,72,"Levy, Len",,256,1945,1948
,3/26/1897,Nebraska,Retired,1,71,"Peterson, Carl",,175,1924,1924
,9/3/1902,Washington,Retired,1,73,"Erickson, Walden",,205,1927,1927
32,5/5/1985,USC,Retired,1,74,"Ware, Scott",,215,2006,2007
32,7/16/1984,South Carolina,Retired,0,78,"Levey, Jabari",,315,2006,2007
28,4/26/1989,Clemson,Active,6,78,"Hairston, Chris",OT,330,,
40,3/6/1977,North Carolina A&T,Retired,2,74,"Pelshak, Troy",,242,1999,2000
53,12/12/1963,Fresno State,Retired,2,72,"Thomas, Lavale",,205,1987,1988
29,10/7/1987,Iowa,Retired,5,74,"Vandervelde, Julian",,300,2011,2015
28,6/16/1988,Oklahoma,Active,8,77,"Gresham, Jermaine",TE,260,,
33,7/29/1983,Mississippi State,Retired,6,71,"Norwood, Jerious",,205,2006,2011
,11/14/1893,Notre Dame,Retired,1,69,"Whipple, Ray",,170,1920,1920
71,8/8/1945,Georgia,Retired,2,71,"Etter, Bob",,157,1968,1969
52,4/2/1965,Baylor,Retired,2,70,"McAdoo, Derrick",,198,1987,1988
77,8/27/1939,North Carolina A&T,Retired,8,73,"Taylor, Joe",,200,1967,1974
51,2/20/1966,Texas,Retired,9,73,"Hager, Britt",,242,1989,1997
55,7/2/1961,Auburn,Retired,5,76,"Thomas, Ben",,280,1985,1991
71,10/7/1945,Texas-El Paso,Retired,5,75,"Wallace, Bob",,211,1968,1972
79,1/5/1938,Miami (Fla.),Retired,1,74,"Otto, Jim",,255,1960,1974
,5/25/1935,California,Retired,6,76,"Jacobs, Proverb",,258,1958,1964
28,3/27/1989,Nevada,Retired,1,78,"Acuna, Jose",,306,2011,2011
64,4/2/1953,USC,Retired,9,74,"Obradovich, Jim",,225,1975,1983
35,12/3/1981,Cincinnati,Retired,6,72,"Hagler, Tyjuan",,236,2005,2010
,1/2/1917,Southern Methodist,Retired,7,76,"Dewell, Bill",,208,1940,1949
,6/17/1921,Vanderbilt,Retired,3,74,"North, John",,199,1948,1950
70,4/17/1947,Purdue,Retired,2,77,"Olssen, Lance",,257,1968,1969
39,11/3/1977,Miami (Ohio),Retired,3,75,"Gaylor, Trevor",,195,2000,2002
57,12/11/1959,Portland State,Retired,1,72,"Nordgren, Fred",,240,1987,1987
41,12/4/1975,Weber State,Retired,5,73,"Parker, Anthony",,200,1999,2003
30,3/15/1987,Minnesota,Active,8,75,"Decker, Eric",WR,214,,
51,7/10/1965,Texas-El Paso,Retired,1,73,"Garza, Sammy",,184,1987,1987
101,9/19/1915,Duquesne,Retired,1,73,"Karrs, John",,210,1944,1944
,11/6/1921,Oklahoma State,Retired,1,75,"Jeffers, Ed",,215,1947,1947
29,1/4/1988,LSU,Active,7,77,"Barksdale, Joe",T,326,,
59,11/13/1957,Wake Forest,Retired,2,74,"Hargrove, Jim",,228,1981,1987
40,12/11/1976,Auburn,Retired,1,74,"Taylor, Ryan",,230,2000,2000
55,7/21/1961,Missouri,Retired,5,71,"Johnson, Demetrious",,190,1983,1987
,12/26/1909,Iowa,Retired,3,74,"Ely, Harold",,268,1932,1934
,2/21/1903,Arkansas,Retired,2,69,"Bagby, Herm",,175,1926,1927
25,1/17/1992,Tennessee,Retired,1,74,"Sapp, Dontavis",,235,2014,2014
,11/9/1941,Michigan State,Retired,3,77,"Behrman, Dave",,260,1963,1967
,8/11/1912,Washington & Jefferson,Retired,1,70,"Paulekas, Tony",,210,1936,1936
25,5/11/1992,Texas,Retired,1,72,"Davis, Mike",,189,2014,2014
52,11/27/1964,Arizona State,Retired,1,79,"Warne, Jim",,315,1987,1987
37,4/29/1980,South Dakota,Retired,2,72,"Anderson, Jason",,205,2004,2005
39,4/13/1978,Montana,Retired,6,72,"Farris, Jimmy",,200,2001,2007
76,11/5/1940,UCLA,Retired,1,74,"Von Sonn, Andy",,229,1964,1964
,2/1/1938,Maine,Retired,4,75,"Ellis, Roger",,233,1960,1963
,11/10/1907,Temple,Retired,8,73,"Hanson, Swede",,192,1931,1938
72,7/11/1944,Weber State,Retired,2,74,"McCall, Ron",,240,1967,1968
39,5/15/1978,Oklahoma State,Retired,1,74,"Parker, Juqua",,250,2001,2012
47,2/25/1970,Penn State,Retired,2,72,"O'Neal, Brian",,233,1994,1995
,12/12/1954,Oklahoma State,Retired,1,81,"Hardaway, Buddy",,309,1978,1978
70,1/2/1947,Memphis,Retired,1,76,"DeVliegher, Chuck",,265,1969,1969
26,7/24/1990,Texas Tech,Retired,1,71,"Ward, Eric",,203,2014,2014
49,12/8/1967,Illinois,Retired,1,76,"George, Jeff",,214,1990,2006
28,8/29/1988,UCLA,Retired,1,75,"Taylor, Ryan",,300,2011,2011
27,3/6/1990,Northern Michigan,Retired,2,76,"Daniels, Jace",,300,2013,2014
,1/26/1899,Syracuse,Retired,1,71,"Weltman, Larry",,175,1922,1922
53,6/17/1963,Purdue,Retired,1,75,"Kinzer, Matt",,225,1987,1987
69,1/19/1948,Notre Dame,Retired,8,73,"Hanratty, Terry",,210,1969,1976
75,5/30/1942,Nebraska,Retired,7,75,"Kirby, John",,230,1964,1970
50,2/28/1967,Tennessee,Retired,7,76,"Davis, Antone",,330,1991,1997
56,11/14/1960,Northwestern,Retired,8,78,"Taylor, Rob",,281,1986,1993
71,3/26/1946,Michigan State,Retired,1,72,"Raye, Jimmy",,185,1969,1969
56,1/16/1961,Lamar,Retired,2,70,"Bell, Billy",,170,1989,1991
47,4/27/1970,Brigham Young,Retired,4,77,"Hanshaw, Tim",,300,1995,1998
35,10/30/1981,Brigham Young,Retired,5,72,"Tahi, Naufahu",,254,2006,2010
33,6/18/1983,Tuskegee,Retired,1,72,"Patterson, Dimitri",,200,2005,2014
,9/27/1920,Colgate,Retired,1,74,"Batorski, John",,238,1946,1946
38,3/31/1979,Maryland,Retired,8,75,"Fowler, Melvin",,310,2002,2009
,8/11/1918,UCLA,Retired,6,70,"Mathews, Ned",,187,1941,1947
46,7/24/1970,Trinity (Ill.),Retired,9,74,"Hankton, Karl",,202,1997,2006
,2/7/1949,Florida State,Retired,4,74,"Bailey, Tom",,211,1971,1974
38,4/2/1979,Arkansas-Monticello,Retired,3,74,"Armstrong, Derick",,216,2003,2006
30,12/10/1986,Utah,Active,9,69,"McCain, Brice",CB,190,,
53,3/27/1964,Northern Illinois,Retired,1,69,"Richardson, Darryl",,178,1987,1987
58,9/22/1958,Oklahoma,Retired,2,71,"Nixon, Fred",,191,1980,1981
46,11/14/1970,Florida A&M,Retired,4,76,"Nottage, Dexter",,287,1994,1997
,9/29/1905,No College,Retired,9,72,"Graham, Al",,215,1925,1933
,11/20/1930,Syracuse,Retired,8,72,"Karilivacz, Carl",,188,1953,1960
50,2/27/1967,Florida State,Retired,1,74,"Haggins, Odell",,271,1991,1991
32,7/21/1984,Georgia,Retired,2,72,"Taylor, Tony",,235,2007,2008
56,12/27/1960,Clemson,Retired,6,69,"Igwebuike, Donald",,181,1985,1990
,9/30/1918,Michigan State,Retired,4,72,"Diehl, Dave",,195,1939,1945
77,6/8/1939,Michigan State,Retired,1,72,"Adderley, Herb",,205,1961,1972
58,9/5/1958,Utah State,Retired,1,75,"Gagliano, Bob",,205,1981,1995
67,11/19/1949,Oregon,Retired,1,74,"Rashad, Ahmad",,205,1972,1982
49,2/3/1968,Florida,Retired,2,77,"Richardson, Huey",,238,1991,1992
55,8/17/1961,Boise State,Retired,1,74,"Keever, Carl",,236,1987,1987
27,5/24/1990,Middle Tennessee State,Retired,1,75,"Kilgore, Logan",,206,2014,2014
,11/22/1916,North Dakota,Retired,1,75,"Gainor, Charlie",,190,1939,1939
82,11/29/1934,Mississippi State,Retired,1,73,"Davis, Art",,195,1956,1956
34,10/9/1982,Auburn,Retired,2,71,"Irons, David",,197,2007,2008
56,3/10/1961,Hawaii,Retired,1,76,"Sapolu, Jesse",,278,1983,1997
24,10/15/1992,Baylor,Active,2,78,"Drango, Spencer",OG,315,,
,1/9/1931,Notre Dame,Retired,1,81,"Katchik, Joe",,290,1960,1960
,1/17/1911,Detroit Mercy,Retired,1,70,"Rajkovich, Peter",,190,1934,1934
44,9/18/1972,Miami (Fla.),Retired,6,72,"Harris, Derrick",,252,1996,2001
24,9/7/1992,Louisiana Tech,Active,1,75,"Dora, Vontarrius",LB,256,,
40,1/26/1977,Syracuse,Retired,5,73,"Harris, Quentin",,213,2002,2007
63,12/15/1953,Kansas,Retired,5,72,"Lewis, Eddie",,177,1976,1980
39,5/11/1978,Wisconsin,Retired,7,75,"Kolodziej, Ross",,289,2001,2007
26,2/8/1991,Wake Forest,Retired,1,76,"Redding, Kris",,275,2014,2014
51,11/29/1965,Eastern Illinois,Retired,1,74,"DeVita, Rob",,222,1987,1987
35,12/15/1981,Eastern Michigan,Retired,3,72,"Perry, Jereme",,200,2006,2008
45,12/5/1971,Augustana (S.D.),Retired,5,76,"Schwartz, Bryan",,255,1995,1999
25,7/22/1991,Florida,Retired,1,75,"Jacobs, Damien",,284,2014,2014
50,12/20/1966,Connecticut,Retired,2,74,"Naposki, Eric",,230,1988,1989
,5/2/1908,Indiana,Retired,7,73,"Zeller, Joe",,203,1932,1938
39,6/23/1977,Rutgers,Retired,1,75,"O'Hara, Shaun",,303,2000,2010
,9/21/1903,Lehigh,Retired,2,73,"Yeager, Jim",,230,1926,1929
32,2/6/1985,Iowa,Retired,4,76,"Iwebema, Kenny",,280,2008,2011
,9/13/1906,No College,Retired,3,70,"Levey, Jim",,163,1934,1936
,10/31/1904,Notre Dame,Retired,4,69,"O'Boyle, Harry",,178,1928,1933
43,3/24/1974,Texas,Retired,1,71,"Adams, Mike",,185,1997,1997
28,8/6/1988,Georgia Tech,Retired,3,73,"Allen, Anthony",,223,2011,2013
29,2/10/1988,Rutgers,Retired,1,72,"Martinek, Joe",,225,2012,2012
,10/9/1916,Mississippi,Retired,3,73,"Kinard, George",,202,1941,1946
33,10/14/1983,Oklahoma State,Active,6,76,"Weeden, Brandon",QB,230,,
29,9/19/1987,Texas A&M,Retired,3,76,"Patterson, Luke",,295,2011,2013
,10/27/1929,Wake Forest,Retired,1,74,"George, Bill",,237,1952,1966
87,1/22/1930,Wayne State (Mich.),Retired,1,76,"Langas, Bob",,230,1954,1954
,1/11/1926,Mississippi State,Retired,2,72,"Champion, Jim",,238,1950,1951
56,5/11/1961,No College,Retired,1,69,"Ford, Herman",,170,1987,1987
64,6/17/1952,San Jose State,Retired,1,76,"DeJurnett, Charles",,263,1976,1986
27,10/27/1989,LSU,Retired,1,72,"Baker, Ryan",,236,2012,2012
54,1/22/1963,Oregon,Retired,3,71,"Cason, Wendell",,191,1985,1987
30,8/8/1986,Utah,Active,6,77,"Bergstrom, Tony",C,315,,
,9/26/1923,Detroit Mercy,Retired,1,73,"Malinowski, Gene",,210,1948,1948
22,10/29/1994,LSU,Active,3,77,"Hunter, Danielle",DE,252,,
30,10/7/1986,Missouri,Active,9,72,"Daniel, Chase",QB,225,,
36,7/21/1980,Texas-El Paso,Active,1,72,"Dorenbos, Jon",LS,250,,
26,5/11/1991,Appalachian State,Active,3,74,"McCray, Demetrius",DB,194,,
55,12/20/1961,California,Retired,8,75,"Gilbert, Gale",,209,1985,1995
63,2/27/1954,Iowa,Retired,4,75,"Walters, Rod",,258,1976,1980
68,11/3/1948,Washington,Retired,4,79,"Jarvis, Bruce",,250,1971,1974
,4/30/1902,No College,Retired,8,68,"MacDonell, Mickey",,159,1923,1931
25,9/19/1991,South Carolina,Active,3,73,"Shaw, Connor",QB,210,,
,4/27/1901,St. Mary's (Minn.),Retired,2,72,"Oas, Ben",,195,1929,1930
21,6/14/1995,Notre Dame,Active,1,74,"Smith, Jaylon",OLB,240,,
51,11/21/1965,Pittsburgh,Retired,6,77,"Ricketts, Tom",,305,1989,1994
39,6/19/1977,Florida State,Retired,6,71,"Warrick, Peter",,195,2000,2006
62,9/25/1954,Notre Dame,Retired,4,76,"Niehaus, Steve",,263,1976,1979
,8/6/1920,Duke,Retired,3,74,"Lach, Steve",,207,1942,1947
,8/8/1932,UCLA,Retired,4,73,"Salsbury, Jim",,233,1955,1958
,,Colorado State,Retired,1,74,"Hartman, Jim",,205,1936,1936
,4/13/1945,Oklahoma,Retired,1,75,"Kalsu, Bob",,250,1968,1968
,10/13/1911,St. Louis,Retired,1,74,"Arenz, Arnie",,215,1934,1934
50,7/13/1966,Texas Tech,Retired,5,70,"Everett, Eric",,161,1988,1992
26,3/26/1991,Louisville,Active,1,75,"Philon, Roy",DE,291,,
35,12/27/1981,Harding,Retired,4,75,"Daniels, Torrance",,248,2006,2009
,5/10/1899,Brown,Retired,8,66,"Oden, Curly",,163,1925,1932
47,9/16/1969,Villanova,Retired,4,76,"Oshodin, Willie",,260,1992,1995
,7/15/1908,Illinois,Retired,9,77,"Gordon, Lou",,224,1930,1938
61,12/22/1955,Wake Forest,Retired,1,75,"LaCrosse, Dave",,210,1977,1977
,10/12/1920,San Francisco,Retired,4,75,"Sanchez, John",,239,1947,1950
,1/21/1899,Miami (Ohio),Retired,1,74,"Lingrel, Chim",,200,1923,1923
85,10/6/1931,Colorado State,Retired,2,73,"Barnes, Larry",,228,1957,1960
54,9/8/1962,Arizona,Retired,2,73,"Barksdale, Rod",,189,1986,1987
55,1/23/1962,Maryland,Retired,5,78,"Koch, Pete",,270,1984,1989
43,12/6/1973,Iowa State,Retired,2,77,"Kohn, Tim",,310,1997,1999
,9/6/1975,Lane,Retired,3,70,"Lane, Fred",,205,1997,1999
,,Centenary,Retired,2,75,"Jennings, Lou",,230,1929,1930
,7/7/1941,Iowa State,Retired,8,75,"Walton, Chuck",,255,1967,1974
26,10/15/1990,Nevada,Unsigned free agent,5,71,"Williams, Duke",SS,201,,
61,12/26/1955,Clemson,Retired,7,76,"Kenney, Steve",,266,1980,1986
52,11/8/1964,Virginia,Retired,6,75,"Secules, Scott",,220,1988,1993
34,12/25/1982,Maryland,Retired,0,71,"Fenner, Derrick",,189,2006,2006
46,1/9/1971,Wis.-La Crosse,Retired,1,75,"Schroeder, Bill",,200,1994,2004
35,6/12/1981,Missouri,Retired,1,72,"Barnes, Brandon",,235,2004,2004
29,2/21/1988,Stephen F. Austin St.,Retired,1,70,"Parks, Contrevious",,190,2010,2010
47,12/12/1969,North Carolina State,Retired,2,70,"Savage, Sebastian",,187,1994,1995
82,1/4/1935,UCLA,Retired,1,74,"Kendall, Charlie",,185,1960,1960
,9/4/1951,Jackson State,Retired,7,78,"Reese, Don",,255,1974,1981
,9/28/1919,Michigan,Retired,2,73,"Harmon, Tommy",,199,1946,1947
72,5/25/1945,UCLA,Retired,7,75,"Richardson, John",,245,1967,1973
33,10/1/1983,Texas,Retired,2,71,"Young, Selvin",,215,2007,2008
32,11/25/1984,Purdue,Retired,5,77,"Baker, Ryan",,302,2009,2013
31,9/29/1985,Louisiana-Lafayette,Retired,0,72,"Desormeaux, Michael",,215,2009,2009
33,2/3/1984,Rutgers,Retired,8,73,"Leonard, Brian",,225,2007,2014
21,7/26/1995,Florida,Active,2,72,"Neal, Keanu",SS,211,,
,12/31/1970,Tulsa,Retired,2,75,"Anderson, Dunstan",,265,1994,1997
74,4/14/1943,Coast Guard,Retired,5,74,"Knight, Curt",,190,1969,1973
,4/27/1929,USC,Retired,1,72,"Cannamela, Pat",,195,1952,1952
33,3/5/1984,Mississippi State,Retired,2,73,"Evans, Willie",,269,2006,2009
32,9/13/1984,Northwest Missouri State,Retired,3,78,"Pestock, Tom",,317,2009,2011
30,3/26/1987,Navy,Retired,4,71,"Kettani, Eric",,240,2011,2015
,9/28/1917,Minnesota,Retired,1,73,"Faust, George",,205,1939,1939
71,7/28/1945,Notre Dame,Retired,4,77,"Hardy, Kevin",,276,1968,1972
28,5/5/1989,Slippery Rock,Retired,1,74,"Goda, Devin",,218,2012,2012
57,9/7/1959,No College,Retired,1,73,"Ilesic, Hank",,210,1989,1989
30,5/23/1987,Texas A&M,Retired,6,72,"Goodson, Mike",,210,2009,2014
,9/9/1912,Texas,Retired,5,73,"Arnold, Jay",,210,1937,1941
24,9/11/1992,Texas A&M,Active,5,77,"Moore, Damontre",DE,250,,
30,2/7/1987,Georgia Tech,Active,9,79,"Johnson, Michael",DE,272,,
,7/6/1923,Oklahoma City,Retired,8,76,"Taylor, Hugh",,194,1947,1954
37,11/4/1979,Maryland,Retired,1,74,"Barnard, Brooks",,195,2003,2003
44,9/11/1972,Washington,Retired,2,69,"Neal, Leon",,185,1996,1997
43,11/20/1973,The Citadel,Retired,1,75,"Keeney, Brad",,294,1996,1996
25,3/10/1992,Louisiana-Lafayette,Active,2,73,"Ringo, Christian",DE,298,,
60,8/23/1956,USC,Retired,3,75,"Celotto, Mario",,228,1978,1981
,12/7/1917,Auburn,Retired,1,72,"Deal, Rufus",,220,1942,1942
58,7/5/1958,Ohio State,Retired,8,72,"Laughlin, Jim",,222,1980,1987
36,4/8/1981,Pittsburgh,Retired,2,75,"Harriott, Claude",,271,2006,2008
24,12/4/1992,Georgia,Active,3,72,"Swann, Damian",CB,189,,
29,10/16/1987,Iowa,Retired,5,75,"Tarpinian, Jeff",,240,2011,2015
,5/1/1920,Canisius,Retired,3,71,"Piccolo, Bill",,185,1943,1945
,12/5/1926,USC,Retired,4,70,"Lillywhite, Verl",,185,1948,1951
70,1/16/1947,Oklahoma,Retired,2,71,"Thompson, Bobby",,195,1975,1976
44,1/4/1973,West Virginia,Retired,1,70,"Sauerbrun, Todd",,215,1995,2007
26,3/29/1991,Purdue,Active,3,77,"Holmes, Gabe",TE,255,,
,10/20/1919,Colgate,Retired,2,73,"Kinscherf, Carl",,188,1943,1944
,6/14/1919,Holy Cross,Retired,5,70,"Zeno, Joe",,234,1942,1947
77,6/8/1939,Bowling Green State,Retired,8,76,"Casey, Bernie",,215,1961,1968
,8/22/1918,Manitoba (Canada),Retired,4,71,"Lear, Les",,225,1944,1947
71,7/29/1945,Notre Dame,Retired,6,75,"Goeddeke, George",,253,1967,1972
59,6/12/1957,Southern University,Retired,6,72,"Davis, James",,193,1982,1987
57,12/27/1959,Iowa,Retired,1,75,"Tippett, Andre",,231,1982,1993
36,9/27/1980,Concordia (Quebec),Retired,0,73,"Taulealea, Samuel",,320,2006,2006
59,2/15/1958,Penn State,Retired,1,76,"Pankey, Irvin",,267,1980,1992
,11/11/1920,Stanford,Retired,1,71,"Banducci, Bruno",,216,1944,1954
24,11/12/1992,Michigan State,Active,2,76,"Clark, Donavon",OG,315,,
31,6/19/1985,Maryland,Retired,6,69,"Ball, Lance",,224,2008,2013
46,12/28/1970,West Virginia,Retired,1,70,"Jett, James",,170,1993,2002
,5/10/1916,Duke,Retired,2,70,"Perdue, Bolo",,170,1940,1946
55,7/13/1961,Maryland,Retired,1,74,"D'Addio, Dave",,235,1984,1984
42,2/15/1975,Iowa,Retired,1,76,"Gallery, Nick",,245,1998,1998
25,10/26/1991,Kansas State,Active,2,76,"Finney, B.J.",OG,318,,
36,9/15/1980,Illinois,Retired,1,77,"Diehl, David",,304,2003,2013
,7/1/1903,Chicago,Retired,1,70,"Francis, Gene",,190,1926,1926
52,11/16/1964,Boston College,Retired,4,70,"Bell, Ken",,190,1986,1989
,1/27/1895,Wisconsin,Retired,1,71,"Koch, Polly",,180,1920,1920
57,4/25/1960,Ohio State,Retired,3,75,"Schlichter, Art",,210,1982,1985
57,6/1/1960,San Jose State,Retired,3,70,"Daniel, Kenny",,180,1984,1987
78,9/26/1938,U. of Pacific,Retired,1,72,"Wallace, Henry",,195,1960,1960
,11/6/1901,USC,Retired,5,68,"Baker, Bullet",,180,1927,1931
26,3/17/1991,Notre Dame,Retired,1,75,"Fox, Dan",,233,2014,2014
46,12/6/1970,California,Retired,4,76,"Mahlum, Eric",,285,1994,1997
