player,position,C,D,LW,RW,retire_year,retire_age,years_played
Tim Jackman\jackmti01,RW,0,0,0,1,2016,34,11
Tim Kennedy\kenneti01,LW,0,0,1,0,2014,27,6
Tim Ramholt\ramhoti01,D,0,1,0,0,2008,23,1
Tim Schaller\schalti01,C,1,0,0,0,2017,26,3
Tim Sestito\sestiti01,LW,0,0,1,0,2015,30,7
Tim Stapleton\staplti01,RW,0,0,0,1,2012,29,4
Tim Taylor\tayloti01,C,1,0,0,0,2009,37,2
Tim Wallace\wallati01,RW,0,0,0,1,2013,28,5
Timo Helbling\helblti01,D,0,1,0,0,2009,25,2
Timo Meier\meierti01,RW,0,0,0,1,2017,20,1
Timofei Shishkanov\shishti01,RW,0,0,0,1,2006,22,1
Tobias Lindberg\lindbto01,RW,0,0,0,1,2016,20,1
Tobias Rieder\riedeto01,RW,0,0,0,1,2017,24,3
Toby Enstrom\enstrto01,D,0,1,0,0,2017,32,10
Toby Petersen\peterto01,C,1,0,0,0,2013,34,7
Todd Bertuzzi\bertuto01,RW,0,0,0,1,2014,38,9
Todd Fedoruk\fedorto01,LW,0,0,1,0,2010,30,5
Todd Harvey\harveto01,RW,0,0,0,1,2006,30,1
Todd Marchant\marchto01,C,1,0,0,0,2011,37,6
Todd Simpson\simpsto01,D,0,1,0,0,2006,32,1
Todd White\whiteto02,C,1,0,0,0,2011,35,6
Tom Cavanagh\cavanto01,C,1,0,0,0,2009,26,2
Tom Fitzgerald\fitzgto01,RW,0,0,0,1,2006,37,1
Tom Gilbert\gilbeto01,D,0,1,0,0,2017,34,11
Tom Kostopoulos\kostoto01,RW,0,0,0,1,2013,34,8
Tom Kuhnhackl\kuhnhto01,RW,0,0,0,1,2017,25,2
Tom Poti\potito01,D,0,1,0,0,2013,35,8
Tom Preissing\preisto01,D,0,1,0,0,2010,31,5
Tom Pyatt\pyattto01,LW,0,0,1,0,2017,29,8
Tom Sestito\sestito01,LW,0,0,1,0,2017,29,10
Tom Wandell\wandeto01,C,1,0,0,0,2013,26,5
Tom Wilson\wilsoto01,RW,0,0,0,1,2017,22,4
Tomas Fleischmann\fleisto01,RW,0,0,0,1,2016,31,11
Tomas Hertl\hertlto01,C,1,0,0,0,2017,23,4
Tomas Holmstrom\holmsto01,RW,0,0,0,1,2012,39,7
Tomas Jurco\jurcoto01,RW,0,0,0,1,2017,24,4
Tomas Kaberle\kaberto01,D,0,1,0,0,2013,34,8
Tomas Kana\kanato01,C,1,0,0,0,2010,22,1
Tomas Kloucek\kloucto01,D,0,1,0,0,2006,25,1
Tomas Kopecky\kopecto01,RW,0,0,0,1,2015,32,10
Tomas Kubalik\kubalto01,RW,0,0,0,1,2012,21,2
Tomas Kundratek\kundrto01,D,0,1,0,0,2013,23,2
Tomas Malec\malecto01,D,0,1,0,0,2009,24,2
Tomas Mojzis\mojzito01,D,0,1,0,0,2009,26,4
Tomas Nosek\nosekto01,LW,0,0,1,0,2017,24,2
Tomas Plekanec\plekato01,LW,0,0,1,0,2017,34,12
Tomas Plihal\plihato01,LW,0,0,1,0,2009,25,3
Tomas Surovy\surovto01,LW,0,0,1,0,2006,24,1
Tomas Tatar\tatarto01,LW,0,0,1,0,2017,26,7
Tomas Vincour\vincoto01,C,1,0,0,0,2015,24,5
Tomi Maki\makito01,RW,0,0,0,1,2009,23,1
Tomi Pettinen\pettito01,D,0,1,0,0,2006,28,1
Tommi Santala\santato01,C,1,0,0,0,2009,27,1
Tommy Albelin\albelto01,D,0,1,0,0,2006,41,1
Tommy Cross\crossto01,D,0,1,0,0,2016,26,1
Tommy Wingels\wingeto01,C,1,0,0,0,2017,28,7
Toni Lydman\lydmato01,D,0,1,0,0,2013,35,8
Tony Amonte\amontto01,RW,0,0,0,1,2009,36,2
Tony Salmelainen\salmeto01,LW,0,0,1,0,2009,25,1
Torey Krug\krugto01,D,0,1,0,0,2017,25,6
Torrey Mitchell\mitchto01,C,1,0,0,0,2017,32,10
Travis Green\greentr01,C,1,0,0,0,2009,36,2
Travis Hamonic\hamontr01,D,0,1,0,0,2017,26,7
Travis Konecny\konectr01,C,1,0,0,0,2017,19,1
Travis Moen\moentr01,LW,0,0,1,0,2016,33,11
Travis Morin\morintr01,C,1,0,0,0,2015,31,5
Travis Roche\rochetr01,D,0,1,0,0,2009,28,1
Travis Turnbull\turnbtr01,C,1,0,0,0,2012,25,1
Travis Zajac\zajactr01,C,1,0,0,0,2017,31,11
Trent Hunter\huntetr01,RW,0,0,0,1,2012,31,7
Trent Whitfield\whitftr01,C,1,0,0,0,2012,34,7
Trevor Carrick\carritr01,D,0,1,0,0,2016,21,1
Trevor Daley\daleytr01,D,0,1,0,0,2017,33,12
Trevor Frischmon\frisctr01,C,1,0,0,0,2010,28,1
Trevor Gillies\gillitr01,LW,0,0,1,0,2012,33,7
Trevor Letowski\letowtr01,RW,0,0,0,1,2009,30,3
Trevor Lewis\lewistr01,C,1,0,0,0,2017,30,9
Trevor Linden\lindetr01,C,1,0,0,0,2009,37,3
Trevor Smith\smithtr01,LW,0,0,1,0,2017,31,9
Trevor van Riemsdyk\vanritr01,D,0,1,0,0,2017,25,3
Triston Grant\granttr01,LW,0,0,1,0,2010,25,4
Troy Bodie\bodietr01,RW,0,0,0,1,2015,30,7
Troy Brouwer\brouwtr01,RW,0,0,0,1,2017,31,11
Troy Stecher\stechtr01,D,0,1,0,0,2017,22,1
Tuomas Pihlman\pihlmtu01,LW,0,0,1,0,2009,24,2
Tuomo Ruutu\ruututu01,RW,0,0,0,1,2016,32,11
Turner Elson\elsontu01,LW,0,0,1,0,2016,23,1
Turner Stevenson\stevetu01,RW,0,0,0,1,2006,33,1
Ty Rattie\rattity01,RW,0,0,0,1,2017,23,4
Ty Wishart\wishaty01,D,0,1,0,0,2012,23,4
Tye McGinn\mcginty01,LW,0,0,1,0,2016,25,4
Tyler Arnason\arnasty01,C,1,0,0,0,2009,29,4
Tyler Bertuzzi\bertuty01,LW,0,0,1,0,2017,21,1
Tyler Bouck\bouckty01,RW,0,0,0,1,2009,27,2
Tyler Bozak\bozakty01,C,1,0,0,0,2017,30,8
Tyler Cuma\cumaty01,D,0,1,0,0,2012,22,1
Tyler Eckford\eckfoty01,D,0,1,0,0,2011,25,2
Tyler Ennis\ennisty01,LW,0,0,1,0,2017,27,8
Tyler Gaudet\gaudety01,C,1,0,0,0,2017,23,3
Tyler Graovac\graovty01,C,1,0,0,0,2017,23,3
Tyler Johnson\johnsty01,C,1,0,0,0,2017,26,5
Tyler Kennedy\kennety01,RW,0,0,0,1,2016,29,9
Tyler Motte\mottety01,LW,0,0,1,0,2017,21,1
Tyler Myers\myersty01,D,0,1,0,0,2017,26,8
Tyler Pitlick\pitlity01,RW,0,0,0,1,2017,25,4
Tyler Randell\randety01,RW,0,0,0,1,2016,24,1
Tyler Seguin\seguity01,C,1,0,0,0,2017,25,7
Tyler Sloan\sloanty01,D,0,1,0,0,2011,29,3
Tyler Toffoli\toffoty01,C,1,0,0,0,2017,24,5
Tyler Wotherspoon\wothety01,D,0,1,0,0,2017,23,4
Tyler Wright\wrighty01,C,1,0,0,0,2006,32,1
Tyson Barrie\barrity01,D,0,1,0,0,2017,25,6
Tyson Jost\jostty01,C,1,0,0,0,2017,18,1
Tyson Nash\nashty01,LW,0,0,1,0,2006,30,1
Tyson Strachan\stracty01,RW,0,0,0,1,2016,31,8
Vaclav Varada\varadva01,RW,0,0,0,1,2006,29,1
Valentin Zykov\zykovva01,LW,0,0,1,0,2017,21,1
Valeri Nichushkin\nichuva01,RW,0,0,0,1,2016,20,3
Valtteri Filppula\filppva01,C,1,0,0,0,2017,32,12
Vernon Fiddler\fiddlve01,LW,0,0,1,0,2017,36,12
Victor Bartley\bartlvi01,D,0,1,0,0,2016,27,4
Victor Hedman\hedmavi01,D,0,1,0,0,2017,26,8
Victor Oreskovich\oreskvi01,D,0,1,0,0,2012,25,3
Victor Rask\raskvi01,C,1,0,0,0,2017,23,3
Viktor Arvidsson\arvidvi01,LW,0,0,1,0,2017,23,3
Viktor Kozlov\kozlovi01,LW,0,0,1,0,2009,33,4
Viktor Loov\loovvi01,D,0,1,0,0,2016,23,1
Viktor Stalberg\stalbvi01,LW,0,0,1,0,2017,31,8
Viktor Svedberg\svedbvi01,D,0,1,0,0,2016,24,1
Viktor Tikhonov\tikhovi01,RW,0,0,0,1,2016,27,8
Ville Koistinen\koistvi01,D,0,1,0,0,2010,27,3
Ville Leino\leinovi01,LW,0,0,1,0,2014,30,6
Ville Nieminen\niemivi01,LW,0,0,1,0,2009,29,2
Ville Peltonen\peltovi01,LW,0,0,1,0,2009,35,3
Vincent Lecavalier\lecavvi01,C,1,0,0,0,2016,35,11
Vincent Trocheck\trochvi01,C,1,0,0,0,2017,23,4
Vinnie Hinostroza\hinosvi01,LW,0,0,1,0,2017,22,2
Vinny Prospal\prospva01,LW,0,0,1,0,2013,37,8
Vitaly Vishnevski\vishnvi01,D,0,1,0,0,2009,27,3
Vladimir Malakhov\malakvl01,D,0,1,0,0,2006,37,1
Vladimir Mihalik\mihalvl01,D,0,1,0,0,2010,23,2
Vladimir Orszagh\orszavl01,RW,0,0,0,1,2006,28,1
Vladimir Sobotka\sobotvl01,LW,0,0,1,0,2017,29,10
Vladimir Tarasenko\tarasvl01,RW,0,0,0,1,2017,25,5
Vladimir Zharkov\zharkvl01,RW,0,0,0,1,2012,24,3
Vladislav Kamenev\kamenvl01,LW,0,0,1,0,2017,20,1
Vladislav Namestnikov\namesvl01,C,1,0,0,0,2017,24,4
Vojtech Mozik\mozikvo01,D,0,1,0,0,2016,23,1
Vojtech Polak\polakvo01,LW,0,0,1,0,2009,21,2
Vyacheslav Kozlov\kozlovy01,LW,0,0,1,0,2010,37,5
Wade Belak\belakwa01,RW,0,0,0,1,2011,34,6
Wade Brookbank\brookwa01,LW,0,0,1,0,2009,31,4
Wade Megan\meganwa01,C,1,0,0,0,2017,26,1
Wade Redden\reddewa01,D,0,1,0,0,2013,35,8
Wade Skolney\skolnwa01,D,0,1,0,0,2006,24,1
Warren Peters\peterwa01,LW,0,0,1,0,2012,29,4
Wayne Primeau\primewa01,C,1,0,0,0,2010,33,5
Wayne Simmonds\simmowa01,RW,0,0,0,1,2017,28,9
Wes O'Neill\oneilwe01,D,0,1,0,0,2010,23,2
Wes Walz\walzwe01,C,1,0,0,0,2009,37,3
Will Acton\actonwi01,C,1,0,0,0,2015,27,2
William Carrier\carriwi01,LW,0,0,1,0,2017,22,1
William Karlsson\karlswi01,C,1,0,0,0,2017,24,3
William Nylander\nylanwi01,C,1,0,0,0,2017,20,2
Willie Mitchell\mitchwi01,D,0,1,0,0,2016,38,11
Wojtek Wolski\wolskwo01,LW,0,0,1,0,2013,26,8
Wyatt Smith\smithwy01,C,1,0,0,0,2009,30,3
Xavier Ouellet\ouellxa01,D,0,1,0,0,2017,23,4
Yan Stastny\stastya01,C,1,0,0,0,2010,27,5
Yanic Perreault\perreya01,C,1,0,0,0,2009,36,3
Yanick Lehoux\lehouya01,C,1,0,0,0,2009,24,2
Yann Sauve\sauveya01,D,0,1,0,0,2014,23,4
Yanni Gourde\gourdya01,C,1,0,0,0,2017,25,2
Yannick Tremblay\trembya01,D,0,1,0,0,2009,31,1
Yannick Weber\weberya01,D,0,1,0,0,2017,28,9
Yohann Auvitu\auvityo01,D,0,1,0,0,2017,27,1
Zac Dalpe\dalpeza01,C,1,0,0,0,2017,27,7
Zac Rinaldo\rinalza01,C,1,0,0,0,2016,25,5
Zach Bogosian\bogosza01,D,0,1,0,0,2017,26,9
Zach Boychuk\boychza01,LW,0,0,1,0,2015,25,7
Zach Hamill\hamilza01,C,1,0,0,0,2012,23,3
Zach Hyman\hymanza01,C,1,0,0,0,2017,24,2
Zach Parise\parisza01,LW,0,0,1,0,2017,32,12
Zach Redmond\redmoza01,D,0,1,0,0,2017,28,5
Zach Sill\sillza01,C,1,0,0,0,2016,27,3
Zach Trotman\trotmza01,D,0,1,0,0,2016,25,3
Zach Werenski\werenza01,D,0,1,0,0,2017,19,1
Zack Fitzgerald\fitzgza01,D,0,1,0,0,2008,22,1
Zack Kassian\kassiza01,RW,0,0,0,1,2017,26,6
Zack Mitchell\mitchza01,RW,0,0,0,1,2017,24,1
Zack Smith\smithza01,C,1,0,0,0,2017,28,9
Zack Stortini\stortza01,RW,0,0,0,1,2012,26,6
Zbynek Michalek\michazb01,D,0,1,0,0,2017,34,12
Zdenek Blatny\blatnzd01,LW,0,0,1,0,2006,25,1
Zdeno Chara\charazd01,D,0,1,0,0,2017,39,12
Zemgus Girgensons\girgeze01,C,1,0,0,0,2017,23,4
Zenon Konopka\konopze01,C,1,0,0,0,2014,33,9
Ziggy Palffy\palffzi01,RW,0,0,0,1,2006,33,1
